video_id,frame_id,Pelvis_x,Pelvis_y,Pelvis_z,RHip_x,RHip_y,RHip_z,RKnee_x,RKnee_y,RKnee_z,RAnkle_x,RAnkle_y,RAnkle_z,LHip_x,LHip_y,LHip_z,LKnee_x,LKnee_y,LKnee_z,LAnkle_x,LAnkle_y,LAnkle_z,Spine1_x,Spine1_y,Spine1_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Site_x,Site_y,Site_z,LShoulder_x,LShoulder_y,LShoulder_z,LElbow_x,LElbow_y,LElbow_z,LWrist_x,LWrist_y,LWrist_z,RShoulder_x,RShoulder_y,RShoulder_z,RElbow_x,RElbow_y,RElbow_z,RWrist_x,RWrist_y,RWrist_z,label
push-up_1,0,0.0005890382453799248,-0.0012701373780146241,0.4669727385044098,-0.010810613632202148,0.027830224484205246,0.5118510723114014,-0.27013930678367615,0.19394657015800476,0.2914585471153259,-0.5984991788864136,0.29162299633026123,0.0697762668132782,0.010811515152454376,-0.027830077335238457,0.42215609550476074,-0.2928779125213623,0.16445019841194153,0.25403741002082825,-0.6006202697753906,0.26331955194473267,0.039830148220062256,0.19478483498096466,-0.052656978368759155,0.4901268482208252,0.4093073606491089,-0.10586943477392197,0.5184594392776489,0.5339843034744263,-0.08321224898099899,0.4337993264198303,0.579881489276886,-0.08689212799072266,0.48476266860961914,0.3848923444747925,-0.18102127313613892,0.44895637035369873,0.38989827036857605,-0.17665450274944305,0.179791659116745,0.43534111976623535,-0.0834367573261261,0.0,0.3849131464958191,-0.01594189554452896,0.5537290573120117,0.3806799352169037,0.06264349818229675,0.30109304189682007,0.41503363847732544,0.049281954765319824,0.07638919353485107,1
push-up_1,1,0.0005893444758839905,-0.0012647671392187476,0.464057058095932,-0.008047652430832386,0.02921323850750923,0.5086414813995361,-0.2672492563724518,0.18932589888572693,0.28700217604637146,-0.5959227085113525,0.29119014739990234,0.0689384937286377,0.00804857723414898,-0.029213089495897293,0.41953203082084656,-0.2966393828392029,0.1582910418510437,0.24925851821899414,-0.6052427887916565,0.26134711503982544,0.03868037462234497,0.19233477115631104,-0.05465444177389145,0.48834002017974854,0.4040764570236206,-0.11102381348609924,0.5174368619918823,0.5293587446212769,-0.09006749838590622,0.4338352680206299,0.5749808549880981,-0.09348183870315552,0.4843738079071045,0.3788400888442993,-0.18648293614387512,0.44916805624961853,0.3841795027256012,-0.18401548266410828,0.1796746551990509,0.43391937017440796,-0.09376192837953568,0.0,0.3811691999435425,-0.01958758756518364,0.5511873364448547,0.3816371262073517,0.05718892812728882,0.2978212833404541,0.4152710735797882,0.03953193873167038,0.07880294322967529,1
push-up_1,2,0.0005857251235283911,-0.0012577635934576392,0.4603107273578644,-0.007888011634349823,0.029129844158887863,0.50462406873703,-0.27155184745788574,0.18602165579795837,0.28576183319091797,-0.6026059985160828,0.28628841042518616,0.06672713160514832,0.007888942956924438,-0.029129670932888985,0.4160546660423279,-0.2985234558582306,0.1516411006450653,0.24453473091125488,-0.6086423993110657,0.24987199902534485,0.03281491994857788,0.19305843114852905,-0.05445663630962372,0.4861144423484802,0.40628737211227417,-0.10945773124694824,0.5168442726135254,0.531146764755249,-0.0872502401471138,0.4345802664756775,0.5763707160949707,-0.09007825702428818,0.485728919506073,0.3808334171772003,-0.1855122148990631,0.44978830218315125,0.38592788577079773,-0.18419410288333893,0.1800602674484253,0.4362216591835022,-0.09526079148054123,0.0,0.3828095495700836,-0.01772303506731987,0.5496447086334229,0.38480791449546814,0.06239663064479828,0.3012206554412842,0.413794606924057,0.0433814600110054,0.08537730574607849,1
push-up_1,3,0.0005905181751586497,-0.001265201368369162,0.4589696526527405,-0.009965888224542141,0.02706550434231758,0.5032683610916138,-0.2745343744754791,0.19049853086471558,0.2872934341430664,-0.6052008271217346,0.2927008867263794,0.07132640480995178,0.009966809302568436,-0.027065349742770195,0.4147321879863739,-0.30021071434020996,0.15908095240592957,0.24263694882392883,-0.6108502149581909,0.26040711998939514,0.040429770946502686,0.19120043516159058,-0.05468267947435379,0.48585039377212524,0.40095317363739014,-0.11177591979503632,0.5163551568984985,0.525275707244873,-0.09142204374074936,0.4295015335083008,0.5681016445159912,-0.09278757870197296,0.4798056483268738,0.3748314380645752,-0.1858789026737213,0.4487086832523346,0.38243338465690613,-0.18194720149040222,0.1794128715991974,0.4327687919139862,-0.0929352343082428,0.0,0.37990063428878784,-0.02191060036420822,0.5508255958557129,0.38059669733047485,0.056878864765167236,0.30008742213249207,0.4102053940296173,0.038538165390491486,0.08159703016281128,1
push-up_1,4,0.0005934250657446682,-0.0012692498276010156,0.4588920772075653,-0.009756075218319893,0.027534890919923782,0.503014326095581,-0.2741867005825043,0.18902352452278137,0.28603023290634155,-0.6045942902565002,0.29358479380607605,0.07319885492324829,0.009757007472217083,-0.0275347251445055,0.4148358106613159,-0.295928955078125,0.16015778481960297,0.24963527917861938,-0.609199583530426,0.26163041591644287,0.04243507981300354,0.19064612686634064,-0.055050794035196304,0.4841224253177643,0.4004218578338623,-0.11179743707180023,0.5132625102996826,0.5290545225143433,-0.09242963790893555,0.42561042308807373,0.5720109939575195,-0.09484821557998657,0.4754883646965027,0.3752813935279846,-0.1871257722377777,0.4452780783176422,0.38341224193573,-0.1832023710012436,0.17547348141670227,0.4337598383426666,-0.09035742282867432,0.0,0.3777163624763489,-0.02000816911458969,0.5480610132217407,0.37862348556518555,0.06278114020824432,0.3003339171409607,0.4158245921134949,0.04562322795391083,0.08054953813552856,1
push-up_1,5,0.0005923929857090116,-0.0012702414533123374,0.45906129479408264,-0.007639080751687288,0.02795444428920746,0.5031210780143738,-0.2719660699367523,0.18719062209129333,0.2864955961704254,-0.6055552363395691,0.29372864961624146,0.07375192642211914,0.007640006951987743,-0.027954259887337685,0.41506654024124146,-0.2991184592247009,0.15799233317375183,0.2501319646835327,-0.6113725304603577,0.2620859146118164,0.04292500019073486,0.18897439539432526,-0.05641598999500275,0.48391199111938477,0.39752697944641113,-0.11558286845684052,0.5128068923950195,0.526121973991394,-0.09627464413642883,0.4253609776496887,0.5672932863235474,-0.09841436892747879,0.47518467903137207,0.37208154797554016,-0.19032955169677734,0.4446955621242523,0.38043057918548584,-0.18641291558742523,0.17525866627693176,0.43043622374534607,-0.09373222291469574,0.0,0.37571418285369873,-0.024307630956172943,0.5470505356788635,0.3759995996952057,0.054947614669799805,0.2963868975639343,0.4128815829753876,0.03843586891889572,0.07707923650741577,1
push-up_1,6,0.0005949672195129097,-0.0012673238525167108,0.4626820683479309,-0.01058827992528677,0.025716401636600494,0.5086929798126221,-0.2763896882534027,0.1856164038181305,0.291060209274292,-0.6097240447998047,0.28726500272750854,0.07865995168685913,0.010589225217700005,-0.025716233998537064,0.41673633456230164,-0.302362322807312,0.16253027319908142,0.2545934319496155,-0.6124779582023621,0.2588503956794739,0.04645049571990967,0.19035661220550537,-0.055753279477357864,0.4883412718772888,0.4007079601287842,-0.11207690834999084,0.5178016424179077,0.5257846713066101,-0.09042973816394806,0.4325013756752014,0.5707105994224548,-0.0933036059141159,0.4815788269042969,0.3769986927509308,-0.1861630082130432,0.4481031596660614,0.3875880241394043,-0.18375198543071747,0.17863908410072327,0.4427497088909149,-0.09556766599416733,0.0,0.3769848048686981,-0.020985841751098633,0.5546445846557617,0.3782041370868683,0.06469829380512238,0.31084638833999634,0.4032399356365204,0.0441826730966568,0.09522002935409546,1
push-up_1,7,0.0005888298037461936,-0.0012613533763214946,0.45517241954803467,-0.00786895677447319,0.026492871344089508,0.4993967115879059,-0.2732848823070526,0.18689337372779846,0.28845828771591187,-0.6049244999885559,0.29031017422676086,0.0716528594493866,0.007869875989854336,-0.026492688804864883,0.41101107001304626,-0.2995755076408386,0.16099712252616882,0.2509864568710327,-0.6097899079322815,0.2643018066883087,0.043472737073898315,0.19217000901699066,-0.05655863136053085,0.4808138608932495,0.40478962659835815,-0.11349733918905258,0.5118569135665894,0.5280128717422485,-0.0869130939245224,0.4268772006034851,0.572904109954834,-0.09058568626642227,0.4797815680503845,0.38036003708839417,-0.18816345930099487,0.44397106766700745,0.39310422539711,-0.18670491874217987,0.174841046333313,0.4463077783584595,-0.09353328496217728,0.0,0.38125285506248474,-0.02287408336997032,0.545353889465332,0.38254737854003906,0.05840054154396057,0.29758337140083313,0.41710540652275085,0.039818890392780304,0.07751643657684326,1
push-up_1,8,0.0005882538389414549,-0.0012625079834833741,0.4607297480106354,-0.010885341092944145,0.027892783284187317,0.5071297287940979,-0.2695816457271576,0.19578319787979126,0.2910849452018738,-0.5996376276016235,0.29510557651519775,0.07864463329315186,0.010886231437325478,-0.027892617508769035,0.41438907384872437,-0.290976881980896,0.17128483951091766,0.2577190399169922,-0.6021106839179993,0.266715943813324,0.047323763370513916,0.1944763958454132,-0.05393373966217041,0.487044095993042,0.4099006652832031,-0.10583773255348206,0.5180785655975342,0.5340015888214111,-0.0813572108745575,0.4349800944328308,0.5779823660850525,-0.0834517627954483,0.48610633611679077,0.3876461386680603,-0.18277160823345184,0.4496685266494751,0.3971368670463562,-0.18486833572387695,0.18377554416656494,0.4471774399280548,-0.0995776429772377,0.0,0.3834809362888336,-0.013757463544607162,0.5523258447647095,0.38362082839012146,0.06904883682727814,0.30479738116264343,0.4191735088825226,0.05338192731142044,0.08467435836791992,1
push-up_1,9,0.000586142938118428,-0.0012464390601962805,0.46044671535491943,-0.010101629421114922,0.03040037676692009,0.5044824481010437,-0.2683883607387543,0.18292666971683502,0.28416937589645386,-0.6049504280090332,0.2822640836238861,0.07086491584777832,0.010102586820721626,-0.03040018118917942,0.41646891832351685,-0.29523584246635437,0.15050208568572998,0.2470310926437378,-0.6105220913887024,0.24755986034870148,0.03985929489135742,0.1909773349761963,-0.05610911175608635,0.48772546648979187,0.4035755693912506,-0.1113918125629425,0.5206788182258606,0.5306693911552429,-0.08843867480754852,0.4377434551715851,0.5747135877609253,-0.09118430316448212,0.4909614324569702,0.38043326139450073,-0.18890848755836487,0.45208507776260376,0.39121443033218384,-0.1910165399312973,0.1827237904071808,0.4465228021144867,-0.10765251517295837,0.0,0.37764599919319153,-0.016673486679792404,0.5558358430862427,0.38540375232696533,0.0697101578116417,0.31546398997306824,0.4138546586036682,0.04429297894239426,0.10638010501861572,1
