video_id,frame_id,Pelvis_x,Pelvis_y,Pelvis_z,RHip_x,RHip_y,RHip_z,RKnee_x,RKnee_y,RKnee_z,RAnkle_x,RAnkle_y,RAnkle_z,LHip_x,LHip_y,LHip_z,LKnee_x,LKnee_y,LKnee_z,LAnkle_x,LAnkle_y,LAnkle_z,Spine1_x,Spine1_y,Spine1_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Site_x,Site_y,Site_z,LShoulder_x,LShoulder_y,LShoulder_z,LElbow_x,LElbow_y,LElbow_z,LWrist_x,LWrist_y,LWrist_z,RShoulder_x,RShoulder_y,RShoulder_z,RElbow_x,RElbow_y,RElbow_z,RWrist_x,RWrist_y,RWrist_z,reps
video_1,0,0.003297877497971058,-0.005012474488466978,0.8014512062072754,0.19098393619060516,0.047760989516973495,0.7967289686203003,0.10259037464857101,-0.21770471334457397,0.6158754229545593,0.08507861196994781,0.12061505019664764,0.535941481590271,-0.19098275899887085,-0.04776054248213768,0.8070813417434692,-0.11879202723503113,-0.23479409515857697,0.5975856781005859,-0.11480474472045898,0.01879359781742096,0.5887894630432129,-0.052151717245578766,-0.13646574318408966,0.9973292350769043,-0.06137566268444061,-0.19640374183654785,0.9914987087249756,-0.17418833076953888,-0.05332788825035095,0.9532761573791504,-0.16124138236045837,0.08627574145793915,0.0,-0.3777649402618408,-0.23522529006004333,1.031571388244629,-0.568294882774353,-0.30830758810043335,0.7988712787628174,-0.6443066596984863,-0.35353127121925354,0.3213353157043457,0.24537621438503265,-0.2509480118751526,1.0722723007202148,0.46816888451576233,-0.2809806764125824,0.8314447402954102,0.561298131942749,-0.44461482763290405,0.4823397994041443,1
video_1,1,0.003264655591920018,-0.00494589377194643,0.8027852773666382,0.18800018727779388,0.04714714363217354,0.7969735264778137,0.09958653897047043,-0.2102566957473755,0.6202194690704346,0.08971603959798813,0.12662172317504883,0.5419126749038696,-0.18799903988838196,-0.047146763652563095,0.8094965219497681,-0.11491101235151291,-0.2274709790945053,0.6009151339530945,-0.10869872570037842,0.02509470283985138,0.5963250994682312,-0.05044253170490265,-0.1367756575345993,0.9983890056610107,-0.058031607419252396,-0.1996401697397232,0.9927722811698914,-0.17196165025234222,-0.056758277118206024,0.9474471807479858,-0.16096732020378113,0.07857012748718262,0.0,-0.3735000491142273,-0.23699945211410522,1.0334455966949463,-0.5683954954147339,-0.3082464039325714,0.8006009459495544,-0.6429969668388367,-0.351649671792984,0.32361745834350586,0.24719782173633575,-0.2524542808532715,1.0738849639892578,0.467813640832901,-0.2783677279949188,0.8342028856277466,0.5671690106391907,-0.441191703081131,0.47984829545021057,1
video_1,2,0.0032494019251316786,-0.004917773883789778,0.8031692504882812,0.18812881410121918,0.047144901007413864,0.7973424196243286,0.10268543660640717,-0.20719927549362183,0.6207845211029053,0.08008375018835068,0.1331629604101181,0.5423898696899414,-0.18812766671180725,-0.04714452102780342,0.8098910450935364,-0.11448995769023895,-0.2280278354883194,0.6009095311164856,-0.11235855519771576,0.02458977699279785,0.5953550338745117,-0.05024111270904541,-0.1375768482685089,0.9987816214561462,-0.05820455774664879,-0.20132893323898315,0.9930065274238586,-0.17723047733306885,-0.05764620751142502,0.943717360496521,-0.16412614285945892,0.07578644156455994,0.0,-0.3737511932849884,-0.2376972734928131,1.0342642068862915,-0.5672946572303772,-0.308182954788208,0.800751805305481,-0.6418358087539673,-0.3512569069862366,0.32470232248306274,0.2474459856748581,-0.25381797552108765,1.0742775201797485,0.46769073605537415,-0.2785392105579376,0.8323668241500854,0.5670002102851868,-0.4414578676223755,0.486703485250473,1
video_1,3,0.0032487681601196527,-0.004905886482447386,0.7989344000816345,0.1890612095594406,0.04689988121390343,0.7930439710617065,0.1008320078253746,-0.21150699257850647,0.6209161877632141,0.07726048678159714,0.13168218731880188,0.5468975305557251,-0.18906009197235107,-0.046899501234292984,0.8057156205177307,-0.11687180399894714,-0.23307286202907562,0.6000850200653076,-0.11057411879301071,0.01963125169277191,0.5956926941871643,-0.0508834645152092,-0.13548985123634338,0.9961459040641785,-0.06034770607948303,-0.19701090455055237,0.9916102886199951,-0.1803463250398636,-0.053522609174251556,0.9430795311927795,-0.16929785907268524,0.08158265054225922,0.0,-0.3751504421234131,-0.23304477334022522,1.033065676689148,-0.5647311806678772,-0.3039093613624573,0.7994042038917542,-0.6430551409721375,-0.34605729579925537,0.32361507415771484,0.24517163634300232,-0.2502872943878174,1.0739777088165283,0.46503686904907227,-0.27615728974342346,0.8341022729873657,0.5648117661476135,-0.43894633650779724,0.48431459069252014,1
video_1,4,0.0032498871441930532,-0.004909771028906107,0.7979041934013367,0.18788641691207886,0.04691210016608238,0.7934340238571167,0.10210778564214706,-0.21069073677062988,0.6211109757423401,0.0800461620092392,0.1307271271944046,0.5467097759246826,-0.18788525462150574,-0.04691174998879433,0.8032656311988831,-0.11444994807243347,-0.23097817599773407,0.5999547839164734,-0.10713306814432144,0.022999092936515808,0.6001312732696533,-0.05005364865064621,-0.13558009266853333,0.9950737953186035,-0.05874975025653839,-0.19785064458847046,0.9909617304801941,-0.1812751293182373,-0.05412093549966812,0.9433923363685608,-0.16976770758628845,0.08078977465629578,0.0,-0.3738490343093872,-0.2343408167362213,1.0335273742675781,-0.5673213005065918,-0.3056739866733551,0.8004930019378662,-0.6411600112915039,-0.34789925813674927,0.32410383224487305,0.24686066806316376,-0.2510238289833069,1.0716052055358887,0.4682813584804535,-0.2764420807361603,0.8330573439598083,0.56587815284729,-0.4404630959033966,0.4828681945800781,1
video_1,5,0.003241527359932661,-0.00489873206242919,0.7962605357170105,0.18903635442256927,0.047473665326833725,0.7918010354042053,0.1068962886929512,-0.21505331993103027,0.6234117746353149,0.08090745657682419,0.1252211332321167,0.5458553433418274,-0.18903517723083496,-0.047473277896642685,0.8016046285629272,-0.11158116161823273,-0.2381163388490677,0.5980216860771179,-0.10953851044178009,0.01322948932647705,0.593359112739563,-0.050670262426137924,-0.1345025599002838,0.9930420517921448,-0.06023404747247696,-0.19493526220321655,0.9886157512664795,-0.18209142982959747,-0.05168497562408447,0.9430123567581177,-0.16933999955654144,0.08466310799121857,0.0,-0.37515389919281006,-0.2319149374961853,1.0297505855560303,-0.5678775310516357,-0.303910493850708,0.7979732751846313,-0.6416493654251099,-0.3460659384727478,0.32227253913879395,0.245489701628685,-0.24831165373325348,1.0710909366607666,0.4645979404449463,-0.2744966745376587,0.8340715765953064,0.5623650550842285,-0.4381355047225952,0.479286253452301,1
video_1,6,0.003225119085982442,-0.004858184605836868,0.7963570356369019,0.18853120505809784,0.04702867940068245,0.7918911576271057,0.10289787501096725,-0.21445059776306152,0.6236084699630737,0.08076857775449753,0.1260005235671997,0.5474814176559448,-0.1885300576686859,-0.0470283068716526,0.8016971349716187,-0.11228154599666595,-0.23641405999660492,0.597835898399353,-0.10896402597427368,0.01638789474964142,0.5972561836242676,-0.05101780220866203,-0.13454484939575195,0.9928346276283264,-0.060211777687072754,-0.19612735509872437,0.9880988597869873,-0.17985127866268158,-0.05349656194448471,0.9400091171264648,-0.16856852173805237,0.08116242289543152,0.0,-0.3744731843471527,-0.23201552033424377,1.029886245727539,-0.5664770603179932,-0.303371399641037,0.8002504110336304,-0.6407560110092163,-0.34481778740882874,0.325617253780365,0.2452223300933838,-0.24842630326747894,1.0704703330993652,0.4645964205265045,-0.27366045117378235,0.8319230079650879,0.5623698234558105,-0.43610188364982605,0.4816047251224518,1
video_1,7,0.003207526868209243,-0.004803350195288658,0.7923444509506226,0.1876181811094284,0.0470077283680439,0.7877697348594666,0.10630081593990326,-0.21330642700195312,0.6234101057052612,0.08477552980184555,0.12921039760112762,0.5502457618713379,-0.18761706352233887,-0.04700738564133644,0.7977793216705322,-0.11263648420572281,-0.2374686747789383,0.5966235399246216,-0.10826879739761353,0.015600010752677917,0.5968665480613708,-0.05156063660979271,-0.13304400444030762,0.990825891494751,-0.06074482202529907,-0.19433258473873138,0.9877986907958984,-0.18090687692165375,-0.051968082785606384,0.9353280067443848,-0.1688992977142334,0.08009368181228638,0.0,-0.37157586216926575,-0.22889885306358337,1.0289247035980225,-0.5659096240997314,-0.3005848526954651,0.7986587285995483,-0.6350980997085571,-0.34090346097946167,0.32515382766723633,0.24214039742946625,-0.24614261090755463,1.0723966360092163,0.46296265721321106,-0.27069127559661865,0.8344598412513733,0.5634720325469971,-0.43283191323280334,0.47965916991233826,1
video_1,8,0.0031807960476726294,-0.004747220315039158,0.7912821173667908,0.18745911121368408,0.04536300525069237,0.7862356901168823,0.09891673177480698,-0.2207239866256714,0.6205193996429443,0.09093724936246872,0.11619347333908081,0.5450454950332642,-0.18745800852775574,-0.04536266252398491,0.7971697449684143,-0.11461339890956879,-0.2392985075712204,0.5948246121406555,-0.11052143573760986,0.012053653597831726,0.5948072671890259,-0.05035775527358055,-0.13237088918685913,0.9872549772262573,-0.058934491127729416,-0.19343781471252441,0.9832334518432617,-0.17618434131145477,-0.05175475776195526,0.9331703782081604,-0.16525962948799133,0.08041362464427948,0.0,-0.36899954080581665,-0.22774696350097656,1.0255560874938965,-0.5651345252990723,-0.29853492975234985,0.7973678708076477,-0.6295580267906189,-0.3379327952861786,0.32415086030960083,0.24331331253051758,-0.24473513662815094,1.0663831233978271,0.4628638029098511,-0.2664523422718048,0.8327341675758362,0.5625326633453369,-0.42704489827156067,0.4733506441116333,1
video_1,9,0.003131877863779664,-0.004637208767235279,0.7896910309791565,0.18550017476081848,0.04592311754822731,0.7849562764167786,0.09652084857225418,-0.21722421050071716,0.6196229457855225,0.07992162555456161,0.12141712009906769,0.5462386608123779,-0.1854991316795349,-0.04592280462384224,0.7952314615249634,-0.10918039083480835,-0.2397029846906662,0.5925983190536499,-0.10696204006671906,0.008918866515159607,0.5919159650802612,-0.05035089701414108,-0.13322953879833221,0.9850412607192993,-0.0594237819314003,-0.19750899076461792,0.9800347685813904,-0.1741383820772171,-0.05705054849386215,0.9236878156661987,-0.1643582135438919,0.06917379796504974,0.0,-0.3675401210784912,-0.23123455047607422,1.026329755783081,-0.5648096203804016,-0.30060920119285583,0.8002765774726868,-0.6249694228172302,-0.3366524279117584,0.3262646198272705,0.2417759746313095,-0.24499593675136566,1.0608848333358765,0.46207791566848755,-0.2623273730278015,0.8280033469200134,0.5586719512939453,-0.42058056592941284,0.4731186032295227,1
